pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
0;W;1;1;1;SUKCHAROEN Thunya;21.04.1997;THA;45;44.77;77;80;---;80;96;100;106;106;186;2018 IWF World Championships;11.2018
1;W;2;3;2;DZHUMABAYEVA Yulduz;22.04.1998;TKM;45;44.90;75;---;---;75;94;104;---;104;179;2018 IWF World Championships;11.2018
2;W;3;2;3;NANTHAWONG Chiraphan;17.08.1999;THA;45;44.47;76;---;---;76;95;---;---;95;171;2018 IWF World Championships;11.2018
3;W;4;6;4;ECHANDIA ZARATE Katherin Oriana;14.08.2001;VEN;45;44.97;67;---;---;67;86;90;---;90;157;2018 IWF World Championships;11.2018
4;W;5;4;5;PAGLIARO Alessandra;16.07.1997;ITA;45;43.22;70;---;---;70;82;84;86;86;156;2018 IWF World Championships;11.2018
5;W;6;5;7;NGUYEN Thi Thu Trang;03.06.2003;VIE;45;44.93;70;---;---;70;78;81;---;81;151;2018 IWF World Championships;11.2018
6;W;7;7;6;PANDOVA Daniela Ivanova;16.09.1994;BUL;45;45.00;---;55;60;60;75;81;---;81;141;2018 IWF World Championships;11.2018
7;W;1;4;1;PRAMONGKHOL Chayuttra;29.11.1994;THA;49;48.23;84;86;89;89;115;120;---;120;209;2018 IWF World Championships;11.2018
8;W;2;2;2;HOU Zhihui;18.03.1997;CHN;49;48.46;88;---;93;93;108;112;115;115;208;2018 IWF World Championships;11.2018
9;W;3;3;3;JIANG Huihua;22.01.1998;CHN;49;48.95;87;90;92;92;---;108;114;114;206;2018 IWF World Championships;11.2018
10;W;4;1;4;TANASAN Sopita;23.12.1994;THA;49;48.83;86;89;93;93;102;108;---;108;201;2018 IWF World Championships;11.2018
11;W;5;9;5;ANDRIES Elena-Ramona;21.09.1994;ROU;49;48.53;---;83;---;83;100;---;105;105;188;2018 IWF World Championships;11.2018
12;W;6;5;7;PIRON CANDELARIO Beatriz Elizabeth;27.02.1995;DOM;49;48.98;81;---;84;84;100;103;---;103;187;2018 IWF World Championships;11.2018
13;W;7;10;6;AGUSTIANI Sri Wahyuni;13.08.1994;INA;49;48.69;82;---;---;82;---;104;---;104;186;2018 IWF World Championships;11.2018
14;W;8;8;11;VUONG Thi Huyen;22.06.1992;VIE;49;48.72;83;---;---;83;---;---;100;100;183;2018 IWF World Championships;11.2018
15;W;9;12;9;MIYAKE Hiromi;18.11.1985;JPN;49;48.86;77;79;---;79;102;---;---;102;181;2018 IWF World Championships;11.2018
16;W;10;7;14;SEGURA SEGURA Ana Iris;26.07.1991;COL;49;48.85;78;81;83;83;97;---;---;97;180;2018 IWF World Championships;11.2018
17;W;11;11;13;ERDOGAN Saziye;23.02.1992;TUR;49;48.67;77;79;81;81;97;---;---;97;178;2018 IWF World Championships;11.2018
18;W;12;16;10;RITCHEY Alyssa Lynn;14.04.1989;USA;49;48.95;74;77;---;77;96;99;101;101;178;2018 IWF World Championships;11.2018
19;W;13;6;22;SOBOL Kristina Ivanovna;30.11.1991;RUS;49;48.67;77;80;83;83;88;91;93;93;176;2018 IWF World Championships;11.2018
20;W;14;17;12;DALABEHERA Jhilli;03.02.1999;IND;49;48.68;73;76;---;76;92;96;98;98;174;2018 IWF World Championships;11.2018
21;W;15;19;15;RANAIVOSOA Marie Hanitra Roilya;14.11.1990;MRI;49;48.95;---;73;76;76;94;97;---;97;173;2018 IWF World Championships;11.2018
22;W;16;14;17;FANG Wan-Ling;01.12.1999;TPE;49;48.37;72;75;78;78;90;94;---;94;172;2018 IWF World Championships;11.2018
23;W;17;15;18;MICHEL Anais;12.01.1988;FRA;49;48.44;---;76;78;78;---;94;---;94;172;2018 IWF World Championships;11.2018
24;W;18;18;16;TAKAHASHI Ibuki;24.03.1997;JPN;49;47.85;73;76;---;76;---;96;---;96;172;2018 IWF World Championships;11.2018
25;W;19;13;20;DE LA HERRAN MARTINEZ Andrea;12.09.1996;MEX;49;48.66;76;78;---;78;93;---;---;93;171;2018 IWF World Championships;11.2018
26;W;20;20;19;VILLA SOTO Socorro Guadalupe;17.07.1997;MEX;49;48.46;72;---;75;75;93;---;---;93;168;2018 IWF World Championships;11.2018
27;W;21;21;23;KO Bogeum;04.01.1991;KOR;49;48.19;66;70;73;73;85;90;---;90;163;2018 IWF World Championships;11.2018
28;W;22;22;25;PUTRI Yolanda;27.01.2000;INA;49;48.38;---;73;---;73;---;---;90;90;163;2018 IWF World Championships;11.2018
29;W;23;25;21;RUSSO Giorgia;28.04.1993;ITA;49;48.76;67;70;---;70;---;93;---;93;163;2018 IWF World Championships;11.2018
30;W;24;24;26;BURGOS ORTIZ Lely Berlitt;06.06.1985;PUR;49;48.88;---;70;---;70;---;88;---;88;158;2018 IWF World Championships;11.2018
31;W;25;23;29;NWAOKOLO Augustina Nkem;12.12.1992;NGR;49;48.55;---;68;72;72;85;---;---;85;157;2018 IWF World Championships;11.2018
32;W;26;26;24;PIPILIARIDOU Maria;30.09.1986;GRE;49;48.91;67;---;---;67;---;87;90;90;157;2018 IWF World Championships;11.2018
33;W;27;27;28;ROBSON Kelly-Jo;13.08.1988;GBR;49;48.74;65;67;---;67;---;83;86;86;153;2018 IWF World Championships;11.2018
34;W;28;29;27;IMPERIO Giulia;07.12.2001;ITA;49;48.91;---;65;---;65;78;82;86;86;151;2018 IWF World Championships;11.2018
35;W;29;28;30;PEREZ Elien Rose;28.08.1998;PHI;49;48.56;65;---;---;65;80;---;83;83;148;2018 IWF World Championships;11.2018
36;W;---;30;---;CHULUUNBAATAR Nyamzul;14.06.1998;MGL;49;48.85;63;---;---;63;---;---;---;---;0;2018 IWF World Championships;11.2018
37;W;---;---;---;BRADDOCK Amanda Melissa;10.02.1989;CAN;49;48.76;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
38;W;---;---;---;OLIVEIRA MADEIRA Luana;31.01.1998;BRA;49;48.52;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
39;W;---;---;---;COTES VILLA Santa Dolorita;21.03.1997;DOM;49;48.84;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
40;W;---;---;8;RI Song Gum;17.10.1997;PRK;49;48.95;---;---;---;---;---;103;---;103;0;2018 IWF World Championships;11.2018
41;M;1;1;1;OM Yun Chol;18.11.1991;PRK;55;54.90;120;---;---;120;155;---;162;162;282;2018 IWF World Championships;11.2018
42;W;1;1;1;SRISURAT Sukanya;03.05.1995;THA;55;54.50;101;103;105;105;122;125;127;127;232;2018 IWF World Championships;11.2018
43;M;2;2;6;CHONTEY Arli;01.07.1992;KAZ;55;54.81;115;118;120;120;135;---;138;138;258;2018 IWF World Championships;11.2018
44;W;2;2;4;LI Yajun;27.04.1993;CHN;55;54.82;97;100;102;102;117;121;123;123;225;2018 IWF World Championships;11.2018
45;M;3;5;5;SCARANTINO Mirco;16.01.1995;ITA;55;54.90;110;113;---;113;136;138;139;139;252;2018 IWF World Championships;11.2018
46;W;3;3;2;ZHANG Wanqiong;21.01.1994;CHN;55;54.79;96;99;101;101;118;122;124;124;225;2018 IWF World Championships;11.2018
47;M;4;4;7;KIM Young-Ho;09.10.1996;KOR;55;54.88;114;---;---;114;---;---;137;137;251;2018 IWF World Championships;11.2018
48;W;4;5;3;IOVU Cristina;08.11.1992;ROU;55;55.00;94;97;---;97;---;118;123;123;220;2018 IWF World Championships;11.2018
49;M;5;3;8;BRACHI GARCIA Josue;08.09.1992;ESP;55;54.86;115;---;---;115;135;---;---;135;250;2018 IWF World Championships;11.2018
50;W;5;10;5;CHINSHANLO Zulfiya;25.07.1993;KAZ;55;54.87;90;93;---;93;---;120;---;120;213;2018 IWF World Championships;11.2018
51;M;6;7;4;RUSEV Angel Hriskov;13.07.2001;BUL;55;54.84;103;108;---;108;130;135;140;140;248;2018 IWF World Championships;11.2018
52;W;6;4;10;NABIEVA Muattar;02.06.1996;UZB;55;54.84;90;94;98;98;110;114;---;114;212;2018 IWF World Championships;11.2018
53;M;7;8;9;MASSIDDA Sergio;26.01.2002;ITA;55;54.81;---;105;---;105;---;126;131;131;236;2018 IWF World Championships;11.2018
54;W;7;6;9;LANDOULSI Nouha;05.05.1998;TUN;55;54.73;93;---;97;97;114;---;---;114;211;2018 IWF World Championships;11.2018
55;M;8;6;10;SAHIN Muammer;05.02.1994;TUR;55;55.00;110;---;---;110;120;125;---;125;235;2018 IWF World Championships;11.2018
56;W;8;9;7;SHERMETOVA Kristina;25.05.1993;TKM;55;54.47;90;93;---;93;113;117;---;117;210;2018 IWF World Championships;11.2018
57;M;9;10;11;SOMBOON-UAN Thada;03.11.2000;THA;55;54.76;---;---;101;101;120;123;---;123;224;2018 IWF World Championships;11.2018
58;W;9;7;8;ESCOBAR GUERRERO Maria Alexandra;17.07.1980;ECU;55;54.75;91;93;---;93;113;---;116;116;209;2018 IWF World Championships;11.2018
59;M;10;9;12;GUZMAN LOPEZ Leonardo Everardo;06.12.1998;MEX;55;54.44;100;103;---;103;120;---;---;120;223;2018 IWF World Championships;11.2018
60;W;10;15;6;RI Su Yon;11.01.1996;PRK;55;53.29;---;88;---;88;---;---;118;118;206;2018 IWF World Championships;11.2018
61;W;11;8;15;DIAZ Hidilyn ;20.02.1991;PHI;55;54.70;88;91;93;93;110;---;---;110;203;2018 IWF World Championships;11.2018
62;W;12;11;11;AMALAHA Chika Joy;28.10.1997;NGR;55;54.89;90;---;---;90;112;---;---;112;202;2018 IWF World Championships;11.2018
63;W;13;13;16;LOPEZ FERRER Ana Gabriela;22.09.1994;MEX;55;54.61;85;---;90;90;105;110;---;110;200;2018 IWF World Championships;11.2018
64;W;14;17;14;ANGGRAINI Syarah;19.08.1994;INA;55;53.47;84;87;---;87;105;---;111;111;198;2018 IWF World Championships;11.2018
65;W;15;18;12;DELACRUZ Jourdan Elizabeth;20.05.1998;USA;55;54.92;---;83;86;86;107;110;112;112;198;2018 IWF World Championships;11.2018
66;W;16;12;22;DOS REIS SANTOS Rosane;20.06.1987;BRA;55;54.22;85;90;---;90;102;106;---;106;196;2018 IWF World Championships;11.2018
67;W;17;16;17;ERSHOVA Svetlana;14.03.1994;RUS;55;53.72;83;87;---;87;103;106;109;109;196;2018 IWF World Championships;11.2018
68;W;18;20;13;SINISTERRA TORRES Yenny;04.05.2000;COL;55;54.87;---;85;---;85;106;111;---;111;196;2018 IWF World Championships;11.2018
69;W;19;14;18;LOCHOWSKA Joanna;17.11.1988;POL;55;54.72;88;---;---;88;108;---;---;108;196;2018 IWF World Championships;11.2018
70;W;20;19;21;HOGAN Caitlin Leigh;22.05.1988;USA;55;55.00;83;85;---;85;106;---;---;106;191;2018 IWF World Championships;11.2018
71;W;21;21;20;LEBLANC-BAZINET Rachel;10.10.1988;CAN;55;54.82;80;84;---;84;103;106;---;106;190;2018 IWF World Championships;11.2018
72;W;22;31;19;SANDI PIZANGO Tessy Karen;20.11.1996;PER;55;54.76;77;80;---;80;103;107;---;107;187;2018 IWF World Championships;11.2018
73;W;23;24;23;PSYSHCHANITSA Liudmila;25.03.1997;BLR;55;54.80;---;79;82;82;100;104;---;104;186;2018 IWF World Championships;11.2018
74;W;24;22;24;MAGISTRIS Lucrezia;21.04.1999;ITA;55;54.31;82;---;---;82;95;100;103;103;185;2018 IWF World Championships;11.2018
75;W;25;23;26;SADOYAMA Ayana;03.05.1994;JPN;55;52.41;78;80;82;82;97;100;102;102;184;2018 IWF World Championships;11.2018
76;W;26;25;27;STERCKX Nina;26.07.2002;BEL;55;54.89;75;78;81;81;94;98;101;101;182;2018 IWF World Championships;11.2018
77;W;27;30;25;YAGI Kanae;16.07.1992;JPN;55;54.37;78;---;80;80;96;100;102;102;182;2018 IWF World Championships;11.2018
78;W;28;33;29;OVSTHUS Sarah Orteza Hovden;20.03.1994;NOR;55;53.76;---;77;79;79;---;97;99;99;178;2018 IWF World Championships;11.2018
79;W;29;26;35;KONOTOP Kamila;23.03.2001;UKR;55;52.79;78;---;81;81;92;94;96;96;177;2018 IWF World Championships;11.2018
80;W;30;29;32;TALJAARD Johanni;19.08.1984;RSA;55;54.91;76;80;---;80;97;---;---;97;177;2018 IWF World Championships;11.2018
81;W;31;35;31;SHELEH Natalya;07.10.1998;BLR;55;54.50;---;77;---;77;90;95;98;98;175;2018 IWF World Championships;11.2018
82;W;32;37;30;DOZOIS-PREVOST Marilou;11.05.1986;CAN;55;54.91;70;73;75;75;---;98;---;98;173;2018 IWF World Championships;11.2018
83;W;33;34;36;HANHUR Mariia;24.08.2000;UKR;55;53.96;76;---;78;78;92;95;---;95;173;2018 IWF World Championships;11.2018
84;W;34;36;34;BRUHN Katrine Nim;29.12.1991;DEN;55;54.76;73;---;76;76;93;96;---;96;172;2018 IWF World Championships;11.2018
85;W;35;27;37;ZALATAROVA Aksana;18.02.1984;ISR;55;54.92;75;78;80;80;87;---;90;90;170;2018 IWF World Championships;11.2018
86;W;36;38;33;WILLIAMS Amy Louise;28.02.1992;GBR;55;54.73;71;---;74;74;92;96;---;96;170;2018 IWF World Championships;11.2018
87;W;37;39;39;RITO ENOCKSSON Sofia Julia;02.11.1985;URU;55;54.18;69;72;---;72;---;87;---;87;159;2018 IWF World Championships;11.2018
88;W;38;40;38;JENSEN Sandra Hoegfeldt;05.02.1994;DEN;55;54.66;71;---;---;71;---;88;---;88;159;2018 IWF World Championships;11.2018
89;W;39;41;40;BRAJSHORI Leonora;19.07.1985;KOS;55;54.45;---;---;59;59;70;72;---;72;131;2018 IWF World Championships;11.2018
90;M;---;---;---;KWAK Un Bom;11.10.1994;PRK;55;54.91;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
91;M;---;---;3;CHOMCHUEN Teerapat;31.07.2001;THA;55;54.63;---;---;---;---;133;136;141;141;0;2018 IWF World Championships;11.2018
92;M;---;---;2;LAI Gia Thanh;03.05.1998;VIE;55;54.72;---;---;---;---;139;142;---;142;0;2018 IWF World Championships;11.2018
93;W;---;28;---;HERNANDEZ MARTIN Atenery;10.12.1994;ESP;55;54.77;80;---;---;80;---;---;---;---;0;2018 IWF World Championships;11.2018
94;W;---;32;---;KENTLI Sumeyye;16.11.1995;TUR;55;54.45;79;---;---;79;---;---;---;---;0;2018 IWF World Championships;11.2018
95;W;---;---;28;COBAN BASOL Aysegul;16.12.1992;TUR;55;54.11;---;---;---;---;95;100;---;100;0;2018 IWF World Championships;11.2018
96;W;1;1;2;KUO Hsing-Chun;26.11.1993;TPE;59;58.07;100;103;105;105;128;---;132;132;237;2018 IWF World Championships;11.2018
97;W;2;5;1;CHEN Guiming;03.01.1994;CHN;59;58.81;98;---;---;98;130;133;---;133;231;2018 IWF World Championships;11.2018
98;W;3;3;6;KOHA Rebeka;19.05.1998;LAT;59;58.70;98;---;103;103;117;121;124;124;227;2018 IWF World Championships;11.2018
99;W;4;4;5;SIRIKAEW Pimsiri;25.04.1990;THA;59;58.80;---;100;---;100;121;125;---;125;225;2018 IWF World Championships;11.2018
100;W;5;11;3;ANDOH Mikiko;30.09.1992;JPN;59;58.40;93;---;---;93;124;127;131;131;224;2018 IWF World Championships;11.2018
101;W;6;2;7;HOANG Thi Duyen;26.04.1996;VIE;59;58.66;95;100;103;103;113;117;120;120;223;2018 IWF World Championships;11.2018
102;W;7;14;4;FEDELIS Chineye Silver;28.10.1993;NGR;59;58.75;80;85;90;90;115;120;125;125;215;2018 IWF World Championships;11.2018
103;W;8;6;9;JAGADDHITA Acchedya;12.05.1997;INA;59;58.59;---;93;96;96;112;116;---;116;212;2018 IWF World Championships;11.2018
104;W;9;10;10;YAYLYAN Izabella;04.01.1995;ARM;59;58.56;---;90;95;95;110;115;---;115;210;2018 IWF World Championships;11.2018
105;W;10;19;8;GUICHO RECIO Quisia Yaneli;12.09.1987;MEX;59;58.63;88;---;---;88;118;---;---;118;206;2018 IWF World Championships;11.2018
106;W;11;16;11;SADUAKASSOVA Saule;04.08.1993;KAZ;59;58.64;85;90;---;90;---;112;115;115;205;2018 IWF World Championships;11.2018
107;W;12;13;12;LUCERO Jessica Marie;26.09.1989;USA;59;58.96;---;88;91;91;109;113;---;113;204;2018 IWF World Championships;11.2018
108;W;13;8;19;TCHAKOUNTE Dora Meiriama;23.03.1995;FRA;59;58.71;88;92;95;95;105;108;---;108;203;2018 IWF World Championships;11.2018
109;W;14;7;20;TE Olga;05.03.1996;RUS;59;58.84;90;95;---;95;105;---;108;108;203;2018 IWF World Championships;11.2018
110;W;15;12;13;DARSIGNY Tali;08.03.1998;CAN;59;58.77;86;89;91;91;106;111;---;111;202;2018 IWF World Championships;11.2018
111;W;16;18;16;KUSTERER Sabine Beate;04.01.1991;GER;59;58.74;87;89;---;89;106;---;109;109;198;2018 IWF World Championships;11.2018
112;W;17;17;21;ALEMANNO Maria Grazia;02.09.1990;ITA;59;58.94;88;90;---;90;108;---;---;108;198;2018 IWF World Championships;11.2018
113;W;18;20;14;HAM Eunji;23.07.1997;KOR;59;57.43;82;86;---;86;111;---;---;111;197;2018 IWF World Championships;11.2018
114;W;19;21;15;CAKIN Aysegul;24.06.1999;TUR;59;58.99;82;---;86;86;---;110;---;110;196;2018 IWF World Championships;11.2018
115;W;20;15;26;CONTRERAS Yuderqui Maridalia;27.03.1986;DOM;59;57.35;86;88;90;90;105;---;---;105;195;2018 IWF World Championships;11.2018
116;W;21;22;18;LUGO ROBLES Carolina Guadalupe;16.03.1996;MEX;59;58.89;85;---;---;85;108;---;---;108;193;2018 IWF World Championships;11.2018
117;W;22;23;25;SEO Jeongmi;18.11.1991;KOR;59;57.75;85;---;---;85;105;---;---;105;190;2018 IWF World Championships;11.2018
118;W;23;27;22;ROOS Anna Angelica Ulrika;15.04.1989;SWE;59;58.57;80;82;---;82;103;---;106;106;188;2018 IWF World Championships;11.2018
119;W;24;24;24;SKANDI EL ASAAD Mouna;10.01.1992;ESP;59;58.98;79;82;---;82;100;103;105;105;187;2018 IWF World Championships;11.2018
120;W;25;25;28;SAARHELO Marianne Ellen Vilhelmiina;16.02.1994;FIN;59;58.58;80;82;---;82;98;102;---;102;184;2018 IWF World Championships;11.2018
121;W;26;29;23;HELGADOTTIR Thuridur Erla;30.07.1991;ISL;59;58.46;79;---;---;79;99;102;105;105;184;2018 IWF World Championships;11.2018
122;W;27;26;30;AARSTEN Amalie Loevind;25.04.1994;DEN;59;57.93;77;80;82;82;97;100;---;100;182;2018 IWF World Championships;11.2018
123;W;28;30;27;GUZMAN PEREZ Gilyeliz Saned;28.10.1996;PUR;59;57.86;74;79;---;79;93;98;103;103;182;2018 IWF World Championships;11.2018
124;W;29;31;29;TSEVELEVA Darya;20.02.1996;BLR;59;58.91;75;---;---;75;95;100;---;100;175;2018 IWF World Championships;11.2018
125;W;30;32;31;KALO Sarit;13.09.1990;ISR;59;58.51;---;---;73;73;92;95;---;95;168;2018 IWF World Championships;11.2018
126;W;31;33;32;STESL Nastasja;28.05.1991;SLO;59;58.37;68;72;---;72;88;---;---;88;160;2018 IWF World Championships;11.2018
127;W;---;28;---;ANDERSSON Ine Drablos;17.08.1989;NOR;59;58.78;77;80;---;80;---;---;---;---;0;2018 IWF World Championships;11.2018
128;W;---;---;17;REYES RAMOS Flavia Marie;28.12.1991;PUR;59;58.93;---;---;---;---;108;---;---;108;0;2018 IWF World Championships;11.2018
129;W;---;9;---;KHLESTKINA Natalia;23.04.1992;RUS;59;58.56;90;95;---;95;---;---;---;---;0;2018 IWF World Championships;11.2018
130;M;1;1;1;IRAWAN Eko Yuli ;24.07.1989;INA;61;60.87;137;141;143;143;165;170;174;174;317;2018 IWF World Championships;11.2018
131;M;2;2;4;LI Fabin;15.01.1993;CHN;61;60.69;133;138;142;142;160;165;168;168;310;2018 IWF World Championships;11.2018
132;M;3;3;2;QIN Fulin;12.01.1994;CHN;61;60.83;---;135;139;139;165;169;---;169;308;2018 IWF World Championships;11.2018
133;M;4;6;3;MOSQUERA VALENCIA Francisco Antonio;01.04.1992;COL;61;60.99;130;135;---;135;---;169;---;169;304;2018 IWF World Championships;11.2018
134;M;5;5;6;THACH Kim Tuan;15.01.1994;VIE;61;60.61;135;---;---;135;---;163;---;163;298;2018 IWF World Championships;11.2018
135;M;6;4;10;ERGASHEV Adkhamjon;12.03.1999;UZB;61;60.31;---;133;136;136;157;---;---;157;293;2018 IWF World Championships;11.2018
136;M;7;7;9;MISHVELIDZE Shota;18.10.1994;GEO;61;60.49;130;135;---;135;---;---;158;158;293;2018 IWF World Championships;11.2018
137;M;8;9;8;ITOKAZU Yoichi;24.05.1991;JPN;61;60.88;125;129;132;132;155;160;---;160;292;2018 IWF World Championships;11.2018
138;M;9;19;5;VAZQUEZ MENDEZ Antonio;12.08.1993;MEX;61;60.90;---;---;120;120;166;---;---;166;286;2018 IWF World Championships;11.2018
139;M;10;10;16;LAPTSEU Henadz;15.12.1998;BLR;61;60.87;128;---;132;132;---;---;151;151;283;2018 IWF World Championships;11.2018
140;M;11;8;18;HAN Myeongmok;01.02.1991;KOR;61;60.90;132;---;---;132;150;---;---;150;282;2018 IWF World Championships;11.2018
141;M;12;11;15;ZURITA VALLEJO Cristhian David;10.02.1998;ECU;61;60.53;125;---;130;130;147;151;---;151;281;2018 IWF World Championships;11.2018
142;M;13;16;7;COLONIA Nestor;16.02.1992;PHI;61;60.39;120;---;---;120;153;160;---;160;280;2018 IWF World Championships;11.2018
143;M;14;13;11;WIJOYO Surahmat Bin Suwoto;11.05.1988;INA;61;60.91;117;121;124;124;---;150;154;154;278;2018 IWF World Championships;11.2018
144;M;15;14;13;KAO Chan-Hung;03.10.1993;TPE;61;60.63;120;123;---;123;147;150;153;153;276;2018 IWF World Championships;11.2018
145;M;16;12;20;SEZER Bunyami;04.07.1988;TUR;61;60.97;129;---;---;129;---;---;145;145;274;2018 IWF World Championships;11.2018
146;M;17;18;12;GARCIA BRITO Luis Alberto;19.04.1995;DOM;61;60.69;---;120;---;120;153;---;---;153;273;2018 IWF World Championships;11.2018
147;M;18;15;17;TAKAO Hiroaki;02.01.1992;JPN;61;60.84;118;122;---;122;147;---;150;150;272;2018 IWF World Championships;11.2018
148;M;19;17;14;MONTES GONGORA Jose Lino;18.04.1989;MEX;61;60.66;117;120;---;120;152;---;---;152;272;2018 IWF World Championships;11.2018
149;M;20;21;23;RUIU Davide;22.06.2001;ITA;61;60.67;113;117;---;117;144;---;---;144;261;2018 IWF World Championships;11.2018
150;M;21;20;24;BUPPHAMALA Patiphan;27.08.1999;THA;61;60.89;113;---;117;117;135;140;143;143;260;2018 IWF World Championships;11.2018
151;M;22;23;19;LUGO RODRIGUEZ Wilkeinner Nahun;25.03.1997;VEN;61;60.90;115;---;---;115;---;145;---;145;260;2018 IWF World Championships;11.2018
152;M;23;22;25;MAMMADLI Mahammad;31.10.1997;AZE;61;60.97;112;116;---;116;139;142;---;142;258;2018 IWF World Championships;11.2018
153;M;24;24;22;MAU Jon Luke;02.10.1998;GER;61;60.95;---;108;112;112;138;141;144;144;256;2018 IWF World Championships;11.2018
154;M;25;26;21;ACOSTA GONZALEZ Julio Cesar;22.07.1987;CHI;61;60.82;111;---;---;111;140;144;---;144;255;2018 IWF World Championships;11.2018
155;M;26;25;26;CHIANG Nien-En;19.02.2000;TPE;61;60.28;108;---;112;112;---;---;140;140;252;2018 IWF World Championships;11.2018
156;M;---;---;27;HARDAL Ferdi;31.12.1996;TUR;61;60.98;---;---;---;---;---;---;140;140;0;2018 IWF World Championships;11.2018
157;W;1;1;1;DENG Wei;14.02.1993;CHN;64;62.84;---;110;112;112;135;138;140;140;252;2018 IWF World Championships;11.2018
158;W;2;4;3;RIM Un Sim;05.07.1996;PRK;64;63.88;105;---;---;105;130;134;---;134;239;2018 IWF World Championships;11.2018
159;W;3;7;2;WAMALUN Rattanawan;15.07.1995;THA;64;63.38;99;102;---;102;131;135;137;137;239;2018 IWF World Championships;11.2018
160;W;4;6;4;LIN Tzu-Chi;19.03.1988;TPE;64;63.48;---;105;---;105;---;130;---;130;235;2018 IWF World Championships;11.2018
161;W;5;2;9;TOMA Loredana-Elena;10.05.1995;ROU;64;63.98;106;110;---;110;124;---;---;124;234;2018 IWF World Championships;11.2018
162;W;6;5;5;PEREZ TIGRERO Mercedes Isabel;07.08.1987;COL;64;63.73;100;105;---;105;127;---;---;127;232;2018 IWF World Championships;11.2018
163;W;7;8;6;SADYKOVA Assem;02.08.1993;KAZ;64;63.77;96;101;---;101;120;125;---;125;226;2018 IWF World Championships;11.2018
164;W;8;3;19;GORICHEVA Karina;08.04.1993;KAZ;64;62.88;---;100;107;107;113;117;---;117;224;2018 IWF World Championships;11.2018
165;W;9;9;14;TURIEVA Tima;22.06.1992;RUS;64;63.58;96;---;101;101;117;122;---;122;223;2018 IWF World Championships;11.2018
166;W;10;12;8;SILGADO ATENCIO Rosive Andrea;30.06.1995;COL;64;63.84;95;---;98;98;125;---;---;125;223;2018 IWF World Championships;11.2018
167;W;11;10;12;PALACIOS DAJOMES Angie Paola;12.09.2000;ECU;64;63.99;91;95;100;100;115;120;122;122;222;2018 IWF World Championships;11.2018
168;W;12;13;11;CHARRON Maude G;28.04.1993;CAN;64;62.77;---;---;97;97;120;---;123;123;220;2018 IWF World Championships;11.2018
169;W;13;11;17;BORDIGNON Giorgia;24.05.1987;ITA;64;63.52;---;95;100;100;120;---;---;120;220;2018 IWF World Championships;11.2018
170;W;14;22;7;FIGUEROA ROLDAN Yusleidy Mariana;09.01.1993;VEN;64;62.14;93;---;---;93;121;125;---;125;218;2018 IWF World Championships;11.2018
171;W;15;14;15;SASSER Mathlynn Langtor;25.12.1996;USA;64;63.43;94;97;---;97;---;121;---;121;218;2018 IWF World Championships;11.2018
172;W;16;16;13;ALEEVA Tatiana;01.03.1991;RUS;64;61.99;90;94;95;95;114;119;122;122;217;2018 IWF World Championships;11.2018
173;W;17;18;10;DAVIES Sarah;19.08.1992;GBR;64;63.70;92;94;---;94;118;121;123;123;217;2018 IWF World Championships;11.2018
174;W;18;15;16;SMITH Zoe;26.04.1994;GBR;64;63.34;---;92;95;95;117;---;120;120;215;2018 IWF World Championships;11.2018
175;W;19;17;18;VUOHIJOKI Anni Teija Orvokki;24.05.1988;FIN;64;63.80;---;---;95;95;---;115;118;118;213;2018 IWF World Championships;11.2018
176;W;20;19;23;PARK Minkyung;16.12.1996;KOR;64;62.01;90;93;---;93;110;---;115;115;208;2018 IWF World Championships;11.2018
177;W;21;24;21;HALDER Rakhi;06.07.1993;IND;64;63.58;88;92;---;92;116;---;---;116;208;2018 IWF World Championships;11.2018
178;W;22;31;20;ELAM Hunter Nicole;12.08.1995;USA;64;63.72;90;---;---;90;114;---;117;117;207;2018 IWF World Championships;11.2018
179;W;23;32;22;FAYZULLAEVA Kumushkhon;20.01.2002;UZB;64;63.21;90;---;---;90;112;---;116;116;206;2018 IWF World Championships;11.2018
180;W;24;25;25;ELLIOTT Kiana Rose;27.07.1997;AUS;64;62.97;---;92;---;92;110;113;---;113;205;2018 IWF World Championships;11.2018
181;W;25;23;28;MATSUMOTO Namika;07.02.1992;JPN;64;63.63;---;93;---;93;---;109;111;111;204;2018 IWF World Championships;11.2018
182;W;26;34;24;FATTOUH Mahassen Hala;27.08.1989;LBN;64;63.89;86;89;---;89;109;114;---;114;203;2018 IWF World Championships;11.2018
183;W;27;29;26;LEVENT Nuray;08.05.2000;TUR;64;62.90;---;90;---;90;108;112;---;112;202;2018 IWF World Championships;11.2018
184;W;28;33;27;KIM Yera;28.12.1994;KOR;64;63.77;83;86;89;89;105;108;111;111;200;2018 IWF World Championships;11.2018
185;W;29;26;35;SCHWEIZER Lisa Marie;18.07.1995;GER;64;62.89;88;---;91;91;105;108;---;108;199;2018 IWF World Championships;11.2018
